week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,Outbreak
13,20,561,0,53.0,0.0,1,6,2019,18.4928092,73.13807095,0.003058341195,10.907142857142857,313.096,1
13,30,418,3,79.0,0.0,27,5,2019,9.9261153,78.1140983,0.03958777948,5.0,314.96500000000003,1
14,0,28,0,8.0,0.0,6,6,2019,13.51111965,92.91738842,0.77260494,33.0,301.72,0
14,2,386,0,27.0,0.0,5,6,2019,27.96354175,93.76656539,0.5714545475,33.0,299.11333340000004,0
14,15,208,0,67.0,0.0,4,6,2019,24.2538512,87.30064714,0.2690874119,9.0,306.4166666,1
14,16,271,0,60.0,0.0,4,6,2019,13.0070817,76.0992703,0.402262724,12.0,305.03000000000003,1
14,16,319,0,21.0,0.0,8,6,2019,17.166667,77.083333,0.09125306694,3.0,316.31333340000003,0
14,16,635,3,32.0,0.0,6,6,2019,13.9326093,75.574978,0.142101161,11.0,307.99333340000004,0
14,30,189,7,63.0,0.0,3,6,2019,12.09680475,78.19304301,0.4194237724,12.0,307.65000000000003,1
14,35,79,0,27.0,0.0,5,6,2019,22.642931,88.8930579,1.666489829,9.0,300.668,0
14,3,326,0,13.0,0.0,30,4,2019,26.12755515,91.29987148,0.3783044545,10.907142857142857,304.5466666,0
14,6,568,0,112.0,0.0,13,5,2019,20.9727404,80.69155548,0.0001514191123,8.0,318.848,1
14,15,601,0,30.0,0.0,20,5,2019,25.244263,87.6348084,0.05639530422,12.0,305.18333340000004,0
14,17,279,7,15.0,0.0,18,5,2019,9.8497872,76.9797914,1.130569641,38.0,300.43,0
14,17,221,7,36.0,0.0,21,5,2019,9.98408,76.2741457,0.4539858576,20.0,303.21,0
14,16,144,7,15.0,0.0,21,5,2019,13.5,75.5,0.0525833257,32.0,304.49,0
14,16,272,7,65.0,0.0,31,3,2019,14.7874825,75.3996731,0.04261680977,19.0,307.188,1
14,16,750,0,21.0,0.0,27,5,2019,16.8054103,75.7179353,0.03798668708,3.0,315.448,0
14,20,115,0,48.0,0.0,19,5,2019,20.562845,76.40869861,6.61e-05,2.0,324.584,0
14,20,517,7,8.0,0.0,24,5,2019,19.684661,72.82491116,0.0002743511347,10.907142857142857,314.75333340000003,0
14,20,561,7,24.0,0.0,20,5,2019,18.4928092,73.13807095,0.0002675690383,9.0,315.3966666,0
15,6,299,0,24.0,0.0,10,6,2019,22.0090841,82.578896,0.002878310014,10.907142857142857,310.2966666,0
15,9,505,6,4.0,0.0,10,6,2019,28.78722785,77.09809033,0.06398791246,10.907142857142857,316.6433334,0
15,11,426,0,13.0,0.0,13,6,2019,23.6015557,72.3867981,0.04759859363,5.0,317.5966666,0
15,11,235,6,3.0,0.0,12,6,2019,23.06016515,72.58063822,7.08e-05,4.0,315.6,0
15,17,332,15,3.0,0.0,10,6,2019,11.8763836,75.3737973,0.4621250320674176,10.907142857142857,304.0666666,0
15,16,319,0,40.0,0.0,11,6,2019,17.166667,77.083333,0.1294813883,2.0,315.0466666,0
15,20,609,15,7.0,0.0,4,6,2019,17.1726928,74.58676543,0.009114818469,7.0,312.47,0
15,19,78,0,31.0,0.0,12,6,2019,22.0333621,74.8978374,0.03313022845,3.0,318.572,0
15,19,188,0,63.0,0.0,9,6,2019,22.5,75.25,0.03116441722,10.907142857142857,318.244,1
15,25,29,0,8.0,1.0,11,6,2019,20.8382426,85.0973949,0.4053507014,17.0,304.2466666,0
15,27,530,6,141.0,2.0,16,6,2019,30.2090874,76.33987209,0.02437384092,3.0,315.21,1
15,30,695,0,16.0,0.0,13,6,2019,11.4,76.7,1.149095645,18.0,301.55333340000004,0
15,30,189,7,52.0,0.0,16,6,2019,12.09680475,78.19304301,0.06686690604,11.0,308.815,1
15,33,38,0,70.0,0.0,8,6,2019,26.65573395,79.51504701,0.001052918649,5.0,312.86400000000003,1
15,35,554,0,25.0,0.0,10,6,2019,23.3291882,86.3672378,0.130734667,10.907142857142857,309.42,0
15,1,762,7,14.0,0.0,3,6,2019,17.7222517,83.32670984,0.005092893307,9.0,308.33,0
15,3,120,0,8.0,0.0,2,6,2019,24.75863995,92.88166476,0.3031140007,10.907142857142857,301.964,0
15,6,299,0,19.0,0.0,26,4,2019,22.0090841,82.578896,0.0421244447,9.0,311.81,0
15,16,62,3,40.0,0.0,5,6,2019,12.94514225,77.553645,0.7047662041,10.0,305.5733334,0
15,17,332,7,20.0,0.0,30,4,2019,11.8763836,75.3737973,0.4621250320674176,10.907142857142857,306.6,0
15,20,133,0,142.0,0.0,5,6,2019,20.0967555,79.50454752,0.008591162934,6.0,316.872,1
15,20,609,7,12.0,0.0,29,5,2019,17.1726928,74.58676543,0.002000857702,6.0,315.91,0
15,20,609,3,10.0,0.0,13,5,2019,17.1726928,74.58676543,0.001723798489,7.0,315.9633334,0
16,1,148,0,35.0,0.0,19,6,2019,13.1601048,79.15555062,0.01858787331,8.0,310.12,0
16,11,6,0,34.0,0.0,24,6,2019,23.0216238,72.5797068,0.1622094207,5.0,309.1733334,0
16,14,538,0,117.0,0.0,16,6,2019,33.7670004,74.0957143,0.1477448799,18.0,304.52,1
16,16,271,7,11.0,0.0,17,6,2019,13.0070817,76.0992703,0.1456493863,10.907142857142857,301.615,0
16,17,349,7,19.0,0.0,17,6,2019,12.5035577,74.9907022,1.897344269,10.907142857142857,301.5,0
16,17,769,7,17.0,0.0,17,6,2019,11.715219,76.12690295,0.5663232926,10.907142857142857,299.53200000000004,0
16,20,609,0,58.0,0.0,20,6,2019,17.1726928,74.58676543,0.1024741058,6.0,303.785,1
16,19,502,0,123.0,0.0,20,6,2019,24.4624649,74.8501137,0.5770076868,3.0,315.276,1
16,32,252,15,190.0,0.0,18,6,2019,23.4613369,91.60718004,0.3864496424,10.907142857142857,301.72,1
16,35,117,0,40.0,0.0,23,6,2019,23.2495714,87.8681751,1.396773262,9.0,307.445,0
16,3,197,0,70.0,0.0,15,6,2019,27.4844597,94.9019447,0.5659578779,12.0,302.32,1
16,15,220,7,8.0,0.0,15,6,2019,22.8092139,86.2091549,0.02637490244,11.0,307.97200000000004,0
16,16,123,3,32.0,0.0,15,6,2019,11.9346006,76.9328209,0.2789780155,14.0,303.48400000000004,0
16,16,164,7,21.0,0.0,3,6,2019,12.9324457,74.9813132,0.2751211743,16.0,304.36,0
16,20,374,7,7.0,0.0,15,6,2019,16.7028412,74.2405329,0.3320778241,6.0,308.01,0
16,20,615,7,6.0,0.0,28,6,2019,17.63612885,74.29827808,0.4617648517,2.0,307.295,0
16,19,98,0,34.0,0.0,12,6,2019,26.5,78.75,0.01127184292,3.0,318.0666666,0
16,33,73,15,2102.0,0.0,28,1,2019,28.416667,79.383333,0.3676343825,12.0,291.52,1
17,6,568,0,39.0,0.0,21,6,2019,20.9727404,80.69155548,0.1569675641,10.0,315.38,0
17,15,220,15,44.0,1.0,28,6,2019,22.8092139,86.2091549,0.2486153827,7.0,304.15000000000003,0
17,15,782,15,49.0,0.0,25,6,2019,22.7859232,86.1716093,0.4037023958,10.907142857142857,306.28000000000003,0
17,17,349,15,5.0,0.0,28,6,2019,12.5035577,74.9907022,2.082263409,19.0,297.90000000000003,0
17,16,61,7,27.0,0.0,26,6,2019,13.0010872,77.3361225,0.3778528099,10.907142857142857,306.38,0
17,20,232,0,11.0,0.0,24,6,2019,19.75907035,80.16228073,0.5460939741,9.0,316.29,0
17,20,561,7,15.0,0.0,26,6,2019,18.4928092,73.13807095,0.4788856141,10.907142857142857,305.8066666,0
17,20,585,0,26.0,0.0,26,6,2019,17.2826079,73.4569787,0.8088987118,10.907142857142857,303.75,0
17,19,172,0,17.0,0.0,26,6,2019,25.75,78.5,0.07549213399,10.907142857142857,314.55,0
17,25,239,0,19.0,0.0,26,6,2019,19.4129711,85.04710406,0.4621250320674176,10.907142857142857,303.99333340000004,0
17,27,462,0,12.0,0.0,26,6,2019,30.4692,74.5182,0.09348640128,10.907142857142857,308.936,0
17,30,189,3,39.0,0.0,26,6,2019,12.09680475,78.19304301,0.1341004157,10.907142857142857,311.38,0
17,2,218,7,15.0,0.0,3,6,2019,28.3,95.15,0.7817187043,44.0,297.2733334,0
17,6,563,0,39.0,0.0,17,6,2019,21.2380912,81.6336993,0.1077817702,10.907142857142857,317.8,0
17,17,221,7,30.0,0.0,1,5,2019,9.98408,76.2741457,0.3952323391,10.907142857142857,303.46,0
17,16,272,7,33.0,0.0,18,6,2019,14.7874825,75.3996731,0.4827226115,10.907142857142857,298.48,0
17,16,372,3,23.0,0.0,7,6,2019,13.1367201,78.1337246,0.6459420959,10.0,306.7266666,0
18,1,317,0,282.0,0.0,30,6,2019,14.4752936,78.8216861,0.2276109761,3.0,313.94,1
18,1,763,0,14.0,0.0,30,6,2019,18.1120819,83.40521962,0.1162495604,14.0,306.14,0
18,13,656,0,46.0,0.0,30,6,2019,30.92589585,77.08200509,0.3992460076,22.0,303.0266666,0
18,16,86,7,13.0,0.0,2,7,2019,12.9767936,77.590082,0.07216526129,5.0,306.76,0
18,17,13,0,94.0,0.0,5,7,2019,9.5006651,76.41241429,0.5964717478,21.0,298.86,1
18,27,456,0,13.0,0.0,1,7,2019,30.7839866,75.16057423,0.0654870152,3.0,308.964,0
18,30,715,0,11.0,0.0,6,7,2019,13.1394221,79.9070839,0.05142898177,5.0,312.88,0
18,31,421,3,26.0,0.0,4,7,2019,16.69656855,77.95911462,0.4700085241,10.907142857142857,304.519530549969,0
18,1,317,7,6.0,0.0,1,7,2019,14.4752936,78.8216861,0.2835273569,3.0,313.94,0
18,4,303,0,10.0,0.0,26,6,2019,25.15247135,85.00687849,0.2906691508,10.907142857142857,315.54,0
18,6,356,0,10.0,0.0,24,6,2019,22.0059254,81.2332055,0.2134299573,4.0,317.0066666,0
18,13,433,0,104.0,0.0,29,6,2019,31.6723392,76.95331691,0.2238471877,23.0,302.968,1
18,16,143,3,45.0,0.0,20,6,2019,13.4358702,77.7312434,0.09329984611,6.0,307.19,0
18,25,358,0,13.0,0.0,29,6,2019,21.5,85.5,0.1884896995,6.0,303.79,0
18,33,441,0,194.0,0.0,27,6,2019,27.633333,77.583333,0.03729180815,3.0,314.3433334,1
19,2,218,0,21.0,0.0,7,7,2019,28.3,95.15,1.589279616,5.0,294.02,0
19,6,54,0,47.0,0.0,10,7,2019,21.6542,82.1739,0.6796365607,1.0,304.519530549969,0
19,6,53,0,65.0,0.0,10,7,2019,20.73218365,81.14335738,0.9198799312,2.0,304.519530549969,1
19,6,299,0,72.0,0.0,4,7,2019,22.0090841,82.578896,2.433206485,10.907142857142857,304.44,1
19,20,22,0,16.0,0.0,8,7,2019,20.9521098,77.7333168,2.004265367,1.0,304.519530549969,0
19,20,646,15,1.0,1.0,6,7,2019,16.1357193,73.6522086,1.898631753,5.0,304.519530549969,0
19,25,29,0,14.0,0.0,6,7,2019,20.8382426,85.0973949,2.743778799,5.0,287.04,0
19,28,542,0,90.0,0.0,11,7,2019,24.0333495,74.7801315,1.640495292,10.907142857142857,299.62,1
19,30,222,7,19.0,0.0,5,7,2019,11.3692044,77.67662687,0.06368053727,8.0,309.90500000000003,0
19,35,451,0,22.0,0.0,10,7,2019,22.05211075,88.07124658,0.8999829591,7.0,299.78000000000003,0
19,4,303,1,4.0,1.0,15,6,2019,25.15247135,85.00687849,0.02124739681,4.0,317.976,0
19,17,221,7,24.0,0.0,23,6,2019,9.98408,76.2741457,1.353752104,13.0,302.1,0
19,20,693,7,5.0,1.0,1,7,2019,19.1943294,72.9701779,2.685362899,5.0,307.59000000000003,0
19,31,764,7,19.0,0.0,2,7,2019,16.2852944,77.98644727,0.4771254742,3.0,308.82,0
19,33,290,0,47.0,3.0,3,7,2019,26.105546,79.42765265,0.08099650702,10.907142857142857,313.168,0
20,11,742,0,20.0,0.0,13,7,2019,22.2973142,73.1942567,0.1829838399,9.0,304.88,0
20,15,208,0,16.0,0.0,20,7,2019,24.2538512,87.30064714,0.1860454064,10.907142857142857,305.5266666,0
20,14,391,0,21.0,0.0,17,7,2019,34.6110236,74.23847867,0.1575381378,16.0,293.0133334,0
20,16,61,8,28.0,0.0,2,7,2019,13.0010872,77.3361225,0.08700888881,6.0,308.27,0
20,16,174,7,32.0,0.0,16,7,2019,14.4661266,75.9206361,0.4822923075,6.0,302.46,0
20,20,232,0,24.0,0.0,15,7,2019,19.75907035,80.16228073,0.1987197074,16.0,308.28000000000003,0
20,19,564,0,16.0,0.0,7,7,2019,23.25,78.083333,2.298592539,3.0,304.519530549969,0
20,25,109,0,30.0,0.0,16,7,2019,20.7502257,83.2499464,0.3999535134,14.0,303.92,0
20,27,289,18,6.0,0.0,18,7,2019,31.29201065,75.56805772,0.7135613795,4.0,304.519530549969,0
20,27,276,0,11.0,0.0,18,7,2019,31.60857425,75.84644247,0.5697781468,8.0,295.94,0
20,27,261,6,2.0,1.0,20,7,2019,32.166667,75.316667,0.3756475507,10.907142857142857,300.1733334,0
20,28,71,0,59.0,0.0,8,7,2019,24.91765715,76.69627663,1.833841153,4.0,308.0,1
20,28,306,0,25.0,0.0,15,7,2019,24.31255575,76.52279955,0.02344851527,6.0,306.40000000000003,0
20,33,334,0,153.0,2.0,9,7,2019,26.4600465,79.85551,1.010539474,2.0,311.90000000000003,1
20,34,177,0,29.0,0.0,17,7,2019,30.3255646,78.0436813,1.157722778,16.0,295.97,0
20,35,554,6,31.0,0.0,12,7,2019,23.3291882,86.3672378,0.7925198686,10.907142857142857,304.519530549969,0
20,6,299,0,13.0,0.0,14,7,2019,22.0090841,82.578896,0.5441624484,17.0,303.08,0
20,6,680,0,74.0,0.0,12,6,2019,23.35151515,82.97290273,0.001636847556,11.0,315.156,1
20,16,190,3,12.0,0.0,14,7,2019,15.4540505,75.0066516,0.8206304147,4.0,305.05,0
20,16,740,0,20.0,0.0,16,7,2019,14.72447415,74.64223734,1.685498884,8.0,304.519530549969,0
20,17,279,3,10.0,0.0,5,7,2019,9.8497872,76.9797914,0.7307986165,20.0,299.31,0
20,20,615,7,28.0,0.0,3,6,2019,17.63612885,74.29827808,0.0004985160964,3.0,317.0733334,0
20,20,693,19,5.0,1.0,28,6,2019,19.1943294,72.9701779,0.7510082657,5.0,309.26,0
22,6,54,0,47.0,1.0,21,7,2019,21.6542,82.1739,0.3093195747,7.0,310.42400000000004,0
22,9,505,6,5.0,0.0,25,7,2019,28.78722785,77.09809033,0.8748362289,7.0,306.64,0
22,11,363,0,18.0,0.0,24,7,2019,22.75,72.833333,0.1766005699,5.0,311.89,0
22,11,493,6,25.0,0.0,24,7,2019,20.952407,72.9323831,0.1795757448,7.0,304.285,0
22,16,190,3,6.0,0.0,22,7,2019,15.4540505,75.0066516,0.6616024224,2.0,309.12,0
22,16,436,7,19.0,0.0,22,7,2019,12.5238888,76.8961961,0.5058077133,4.0,307.32,0
22,16,560,7,4.0,0.0,22,7,2019,16.083333,77.166667,0.2706563897,3.0,310.54,0
22,20,517,0,9.0,0.0,19,7,2019,19.684661,72.82491116,0.3040429281,10.907142857142857,302.02,0
22,27,595,0,24.0,0.0,24,7,2019,30.7041168,76.7176885,0.2836651093,14.0,304.1333334,0
22,30,698,0,43.0,0.0,26,7,2019,13.1120553,80.0917415,0.640574405,8.0,308.27,0
22,33,245,0,12.0,0.0,25,7,2019,25.6035084,83.50745405,1.071848138,6.0,308.97,0
22,4,465,1,2.0,1.0,23,6,2019,25.22081165,86.51720367,0.4163308108,6.0,305.87333340000004,0
22,16,142,7,17.0,0.0,10,7,2019,13.6102243,77.5127721,0.1238350468,5.0,304.82,0
22,16,730,15,13.0,0.0,10,7,2019,13.3419169,74.7473232,3.089131455,8.0,300.46,0
22,33,14,0,75.0,2.0,16,7,2019,27.833333,78.166667,0.1384236479,4.0,299.86,1
23,3,706,0,10.0,0.0,3,8,2019,27.52016575,95.53063473,0.9413872445,27.0,301.76,0
23,16,142,7,8.0,0.0,27,7,2019,13.6102243,77.5127721,0.7067363654,10.907142857142857,304.519530549969,0
23,16,190,7,10.0,0.0,30,7,2019,15.4540505,75.0066516,0.4887762571,2.0,304.519530549969,0
23,28,518,0,15.0,0.0,31,7,2019,25.6040908,73.41560879,1.240952559,5.0,302.81,0
23,31,445,0,13.0,0.0,28,7,2019,17.6339929,78.4843146,0.5488513022,10.907142857142857,307.28000000000003,0
23,33,230,0,32.0,3.0,26,7,2019,27.17736635,78.38991198,1.205940721,6.0,311.51,0
23,6,210,0,40.0,0.0,22,7,2019,21.19903535,81.39795456,0.4978949548,8.0,308.13,0
23,16,142,7,28.0,0.0,24,7,2019,13.6102243,77.5127721,0.9001212425,6.0,303.28000000000003,0
23,16,190,3,9.0,0.0,22,7,2019,15.4540505,75.0066516,0.6616024224,2.0,309.12,0
23,19,283,0,6.0,0.0,28,12,2019,23.1608938,79.9497702,0.04318086447,9.0,295.548,0
23,19,283,0,29.0,0.0,27,6,2019,23.1608938,79.9497702,0.1563273325,7.0,314.08,0
23,19,283,0,8.0,0.0,14,7,2019,23.1608938,79.9497702,0.5221604592,12.0,303.72,0
23,26,425,7,4.0,0.0,29,6,2019,11.7021978,75.5364701,0.8563175475,19.0,300.71,0
23,28,71,0,61.0,0.0,25,7,2019,24.91765715,76.69627663,0.1892438961,9.0,313.0666666,1
23,33,253,0,19.0,2.0,20,7,2019,27.1096669,81.91832912,0.5614854338,10.907142857142857,303.47,0
23,2,218,3,77.0,0.0,7,7,2019,28.3,95.15,1.589279616,5.0,294.02,1
23,2,218,7,158.0,0.0,22,6,2019,28.3,95.15,1.698544596,13.0,287.64,1
23,16,740,0,43.0,0.0,2,8,2019,14.72447415,74.64223734,1.296575106,3.0,300.64,0
24,4,771,0,15.0,3.0,1,8,2019,26.6919717,84.5796928,0.5705352334,6.0,304.519530549969,0
24,16,142,0,71.0,0.0,6,8,2019,13.6102243,77.5127721,0.1636546059,4.0,305.54,1
24,16,722,7,14.0,0.0,6,8,2019,13.3400771,77.1006208,0.2077299896,3.0,306.34000000000003,0
24,20,478,0,12.0,0.0,5,8,2019,21.1498134,79.0820556,1.345001103,10.907142857142857,304.519530549969,0
24,19,172,0,7.0,1.0,7,8,2019,25.75,78.5,0.6882950262,10.0,305.48,0
24,19,172,0,20.0,0.0,6,8,2019,25.75,78.5,0.624503848,10.0,305.48,0
24,25,586,0,13.0,0.0,11,8,2019,19.17209585,83.33503085,1.409028237,13.0,300.76,0
24,27,595,0,10.0,0.0,3,8,2019,30.7041168,76.7176885,0.7007146467,14.0,303.85,0
24,30,696,3,34.0,0.0,9,8,2019,9.9696643,77.47420049,0.2719435978,3.0,304.519530549969,0
24,33,73,7,16.0,0.0,2,8,2019,28.416667,79.383333,0.4327190655,9.0,304.08,0
24,33,253,0,12.0,0.0,1,8,2019,27.1096669,81.91832912,0.629128705,10.0,303.84000000000003,0
24,35,472,7,27.0,0.0,9,8,2019,23.48454125,88.55676307,0.6856440832,9.0,301.33,0
24,3,440,0,31.0,0.0,25,7,2019,26.290712,92.29221257,1.01198966,10.0,300.43,0
24,21,280,7,29.0,0.0,29,7,2019,24.85154025,94.00947958,0.7593519637,18.0,299.1,0
24,2,218,3,83.0,0.0,7,7,2019,28.3,95.15,1.589279616,5.0,294.02,1
24,2,218,7,168.0,0.0,3,6,2019,28.3,95.15,0.7817187043,44.0,297.2733334,1
25,6,54,0,39.0,0.0,11,8,2019,21.6542,82.1739,1.576523139,7.0,299.78000000000003,0
25,11,742,6,11.0,0.0,13,8,2019,22.2973142,73.1942567,2.551227918,10.907142857142857,304.519530549969,0
25,13,433,0,59.0,0.0,12,8,2019,31.6723392,76.95331691,1.048003082,10.907142857142857,297.624,1
25,20,478,1,1.0,1.0,13,8,2019,21.1498134,79.0820556,1.685334714,10.907142857142857,297.32,0
25,25,49,0,18.0,0.0,14,8,2019,21.5002888,86.9202627,0.6623736634,7.0,304.2066666,0
25,25,49,0,17.0,0.0,16,8,2019,21.5002888,86.9202627,0.6755934214,7.0,304.1,0
25,33,642,0,9.0,1.0,12,8,2019,27.25264095,82.86964796,0.7824356537,10.907142857142857,300.79,0
25,34,689,0,5.0,1.0,14,8,2019,30.5,78.666667,1.486027581,23.0,286.252,0
25,35,466,7,17.0,0.0,16,8,2019,24.1745993,88.2721335,0.7416281037,8.0,304.38,0
25,35,554,0,35.0,0.0,15,8,2019,23.3291882,86.3672378,0.5817800031,7.0,302.21,0
25,6,568,0,61.0,0.0,5,8,2019,20.9727404,80.69155548,1.108574475,10.907142857142857,304.519530549969,1
25,30,418,3,32.0,0.0,7,8,2019,9.9261153,78.1140983,0.004243494,4.0,316.54,0
25,2,218,7,158.0,0.0,22,6,2019,28.3,95.15,1.698544596,13.0,287.64,1
25,2,218,3,77.0,0.0,7,7,2019,28.3,95.15,1.589279616,5.0,294.02,1
26,2,216,0,24.0,0.0,25,8,2019,27.3,93.05,1.301433854,49.0,291.0933334,0
26,2,216,0,21.0,1.0,25,8,2019,27.3,93.05,1.301433854,49.0,291.0933334,0
26,6,299,0,17.0,0.0,21,8,2019,22.0090841,82.578896,0.7664546698,10.907142857142857,300.88,0
26,6,356,0,11.0,0.0,16,8,2019,22.0059254,81.2332055,1.24555065,11.0,301.22,0
26,6,356,0,9.0,0.0,21,8,2019,22.0059254,81.2332055,0.5172566964,10.907142857142857,299.6333334,0
26,11,25,0,40.0,0.0,19,8,2019,22.5584995,72.9625629,0.8088184757,5.0,301.3,0
26,11,681,0,43.0,0.0,19,8,2019,21.19177615,72.95441578,0.3714204194,7.0,298.34000000000003,0
26,16,142,7,40.0,1.0,16,8,2019,13.6102243,77.5127721,0.3247203936,7.0,302.56,0
26,17,221,7,15.0,0.0,19,8,2019,9.98408,76.2741457,1.541419047,6.0,298.74,0
26,20,133,0,84.0,0.0,18,8,2019,20.0967555,79.50454752,0.5462209569,11.0,300.59000000000003,1
26,20,374,7,2.0,1.0,18,8,2019,16.7028412,74.2405329,0.1677742586,6.0,296.84000000000003,0
26,19,2,0,221.0,0.0,21,8,2019,23.9342963,76.14523314,3.024033542,10.907142857142857,300.07,1
26,19,460,15,15.0,0.0,22,8,2019,26.166667,77.5,0.8378399969,14.0,301.11333340000004,0
26,25,192,6,15.0,0.0,18,8,2019,20.75,85.5,1.545526329,15.0,300.48,0
26,25,49,0,8.0,0.0,18,8,2019,21.5002888,86.9202627,1.528313406,7.0,302.86,0
26,25,49,0,10.0,0.0,20,8,2019,21.5002888,86.9202627,5.204331522,10.907142857142857,300.71,0
26,27,227,0,43.0,0.0,22,8,2019,30.6466737,76.3887563,1.993092932,29.0,299.955,0
26,31,421,8,32.0,0.0,21,8,2019,16.69656855,77.95911462,0.1482366824,10.907142857142857,304.16,0
26,34,593,7,20.0,0.0,20,8,2019,30.3009965,79.06287965,2.366893812,10.907142857142857,280.18,0
26,4,480,0,33.0,0.0,13,7,2019,25.1364914,85.44365465,1.644256935,9.0,304.519530549969,0
26,4,629,0,18.0,0.0,13,8,2019,25.12635425,85.81510621,0.6478096888,10.907142857142857,300.436,0
26,6,299,0,39.0,0.0,13,8,2019,22.0090841,82.578896,1.433943517,10.907142857142857,297.75,0
26,20,133,15,83.0,0.0,12,8,2019,20.0967555,79.50454752,0.7642166746,10.907142857142857,300.04,1
26,20,615,7,15.0,0.0,10,8,2019,17.63612885,74.29827808,2.153167766,3.0,304.519530549969,0
26,35,550,7,428.0,0.0,12,8,2019,22.06217445,87.83672383,0.6876565804,10.907142857142857,304.09000000000003,1
26,13,433,0,87.0,0.0,12,8,2019,31.6723392,76.95331691,1.048003082,10.907142857142857,297.624,1
26,35,466,7,480.0,0.0,16,8,2019,24.1745993,88.2721335,0.7416281037,8.0,304.38,1
27,3,171,0,7.0,0.0,28,8,2019,26.4365974,92.0342718,0.6794404621,10.907142857142857,300.4466666,0
27,13,433,0,42.0,0.0,27,8,2019,31.6723392,76.95331691,0.9565781306,38.0,297.88,0
27,16,142,0,8.0,0.0,26,8,2019,13.6102243,77.5127721,0.2555509731,7.0,304.519530549969,0
27,16,319,3,28.0,0.0,26,9,2018,17.166667,77.083333,0.1273356553,16.0,306.0466666,0
27,16,572,0,87.0,0.0,26,8,2019,12.7252766,77.2804797,0.2647096714,8.0,304.519530549969,1
27,20,7,7,40.0,0.0,26,8,2019,19.1627725,74.8580243,0.1011150584,8.0,309.1333334,0
27,20,374,7,5.0,1.0,25,8,2019,16.7028412,74.2405329,0.2611705563,11.0,304.0933334,0
27,20,374,15,3.0,0.0,29,8,2019,16.7028412,74.2405329,0.2183346464,10.907142857142857,304.21,0
27,20,478,7,23.0,1.0,28,8,2019,21.1498134,79.0820556,1.381845331,10.907142857142857,304.519530549969,0
27,25,443,6,13.0,0.0,24,8,2019,21.75,86.5,3.454880071,7.0,300.6866666,0
27,25,443,6,16.0,0.0,25,8,2019,21.75,86.5,0.789748188,7.0,300.6866666,0
27,27,276,6,72.0,0.0,28,8,2019,31.60857425,75.84644247,0.1590550786,10.907142857142857,303.22,1
27,30,761,7,14.0,0.0,30,8,2019,9.4477045,77.8000434,0.2505011478,4.0,317.42,0
27,31,1,0,51.0,0.0,29,8,2019,19.5,78.5,1.224324813,10.907142857142857,304.52,1
27,32,252,0,22.0,0.0,25,8,2019,23.4613369,91.60718004,0.4134095106,28.0,304.519530549969,0
27,35,778,0,47.0,0.0,1,9,2019,22.2788943,87.92227864,0.4316577618,5.0,302.62,0
27,3,661,7,8.0,0.0,12,7,2019,26.6265106,92.8002917,4.013340576,10.907142857142857,304.519530549969,0
27,4,468,7,10.0,0.0,22,7,2019,26.1486581,85.34001282,0.4255024977,4.0,305.92,0
27,4,655,0,9.0,3.0,23,8,2019,26.1310043,84.39125661,1.024802009,15.0,301.96500000000003,0
27,16,83,7,14.0,0.0,12,8,2019,15.8572666,74.5069343,2.487819,10.907142857142857,294.96,0
27,16,272,7,63.0,0.0,8,7,2019,14.7874825,75.3996731,0.9761882572,4.0,299.41,1
27,16,272,0,54.0,0.0,15,7,2019,14.7874825,75.3996731,1.070520527,8.0,304.519530549969,1
27,16,722,19,21.0,1.0,17,8,2019,13.3400771,77.1006208,0.4290358555,8.0,304.519530549969,0
27,20,7,7,32.0,0.0,20,8,2019,19.1627725,74.8580243,0.1791402896,10.907142857142857,309.24,0
27,20,517,7,143.0,0.0,11,8,2019,19.684661,72.82491116,2.091814934,1.0,304.519530549969,1
27,20,767,1,9.0,1.0,16,8,2019,20.82562315,78.6131455,1.531770939,11.0,297.32,0
27,31,419,7,32.0,0.0,21,8,2019,17.720535,79.627202,0.4098800068,10.907142857142857,303.2133334,0
27,33,253,0,17.0,0.0,20,8,2019,27.1096669,81.91832912,0.6980181961,10.907142857142857,301.2933334,0
27,33,652,15,344.0,0.0,29,7,2019,27.5046392,80.82946583,0.9672363146,7.0,304.519530549969,1
27,35,550,7,464.0,0.0,12,8,2019,22.06217445,87.83672383,0.6876565804,10.907142857142857,304.09000000000003,1
28,3,440,0,16.0,0.0,30,8,2019,26.290712,92.29221257,0.4183755845,24.0,302.728,0
28,3,706,6,5.0,0.0,2,9,2019,27.52016575,95.53063473,0.3024225084,35.0,303.0666666,0
28,14,729,0,37.0,0.0,1,9,2019,33.0,75.166667,0.2873381265,22.0,296.66,0
28,15,782,15,74.0,0.0,3,9,2019,22.7859232,86.1716093,0.4756253691,11.0,303.77,1
28,16,319,15,25.0,0.0,6,9,2019,17.166667,77.083333,1.46062352,10.907142857142857,304.519530549969,0
28,19,35,0,19.0,0.0,4,9,2019,24.6185442,77.8788306,0.6939747746,17.0,299.48,0
28,25,367,0,16.0,1.0,31,8,2019,20.1540594,85.7086509,1.355970819,7.0,300.8,0
28,26,543,7,32.0,0.0,2,9,2019,11.9340568,79.8306447,0.1442798032,13.0,309.95,0
28,35,447,0,53.0,1.0,1,9,2019,22.4221814,87.3221281,0.5158848629,9.0,302.3,1
